"リソース","ラベル原文","タイプ","解説原文","日本語ラベル(人訳)","解説文(人訳)","文献1","文献2","文献3","通番","Score_1","Reason_1","Score_2","Reason_2","Score_3","Reason_3","Score_4","Reason_4","Score_5","Reason_5","Score_6","Reason_6","Score_7","Reason_7","Score_8","Reason_8"
"http://vocab.getty.edu/aat/300056185","chemical properties","<attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","Properties relating to the chemistry of a material or the body of a living being.","化学的性状、化学的性質、化学的特性","物質または生物の身体の化学的性質に関する特性。","英辞郎"," Weblio辞書 英和辞典・和英辞典","八丁直義、水城勝美、「乾留による石炭の物理化学的性状の変化」、『関税中央分析所報』、第22号（1981）。（英題：The Transformation of Physical and Chemical Properties by the Carbonization）",954,5,"「解説文（英語）」に含まれる情報がすべて「解説文（人訳・修正）」に反映されており、抜け落ちた情報はありません。",4,"「物質または生物の身体の化学的性質に関する特性」という表現は自然ですが、「身体」という言葉がやや不自然に感じられるため、もう少し一般的な「生物」に置き換えるとより自然になるかもしれません。",5,"「解説文（英語）」は、化学的性質に関する基本的な情報を明確に提供しており、対象を理解するために十分な説明がなされています。",5,"化学、物質科学、生物学に関連する専門知識が適切に用いられており、化学的性質に関する特性を説明するための文脈がしっかりしています。",5,"「解説文（人訳・修正）」には事実ではない内容は含まれておらず、専門知識に基づいた正確な情報が提供されています。",5,"元ラベル「chemical properties」と日本語ラベル「化学的性状、化学的性質、化学的特性」は、同じ対象を指しており、ズレや曖昧性はありません。",5,"「化学的性状」「化学的性質」「化学的特性」は、化学分野で一般的に使用される用語であり、独自の造語はありません。",5,"「解説文（人訳・修正）」においても、化学的性質に関する用語が適切に使用されており、独自の造語は見られません。"
"http://vocab.getty.edu/aat/300404760","corners (attribute or configuration)","<attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","Attribute or physical configuration where sides or edges converge or meet, forming angular extremities or projections. Examples are the walls of a building, the sides of a box, the angular meeting of boundaries on a map, or the angular formation of a natural physical feature.","かど、隅","側面または辺が収束または合流し、角ばった極端または突起を形成する属性または物理的構成。例えば、建物の壁、箱の側面、地図上の境界線の角度の出会い、または自然の物理的特徴の角度の形成などが挙げられる。","ジーニアス英和和英辞典","広辞苑","プログレッシブ英和中辞典",955,5,"「解説文（英語）」に含まれる情報がすべて「解説文（人訳・修正）」に反映されており、抜け落ちている情報はありません。",4,"「解説文（人訳・修正）」は自然な日本語ですが、「角ばった極端または突起を形成する属性または物理的構成」という部分がやや堅苦しく感じられるため、もう少し平易な表現にするとさらに良くなるでしょう。",5,"「解説文（英語）」は、対象の特性を具体的に説明しており、例も豊富に挙げられているため、理解に十分な説明となっています。",5,"「解説文（英語）」では、建築、地図、自然地形など、関連する専門知識が適切に用いられており、対象の理解を深めるための情報が提供されています。",5,"「解説文（人訳・修正）」には事実ではない内容は含まれておらず、専門知識に基づいた正確な情報が提供されています。",5,"元ラベルの「corners」と日本語ラベルの「かど、隅」は同じ対象を指しており、指示対象の曖昧性はありません。",4,"「かど、隅」という訳語は一般的に使われる表現ですが、特に専門的な文脈では「コーナー」というカタカナ表記が好まれる場合もあるため、完全に一致しているとは言えません。",4,"「解説文（人訳・修正）」は専門的な用語を適切に用いていますが、より専門的な文脈では「物理的構成」よりも「構造」や「形状」といった用語が使われることが多いため、若干の改善の余地があります。"
"http://vocab.getty.edu/aat/300056237","density","<attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The distribution of something per unit area; can be, for example, the measure of the mass of a substance per unit volume, or the number of dwelling units per acre.","密度","単位面積当たりの何かの分布。例えば、単位体積当たりの物質の質量の尺度、または1エーカー当たりの住戸数など。","プログレッシブ英和中辞典","ジーニアス英和和英辞典","大辞林",956,5,"「解説文（英語）」に含まれる情報がすべて「解説文（人訳・修正）」に反映されており、抜け落ちている情報はありません。質量と体積の関係、住戸数の例がしっかりと訳されています。",4,"「解説文（人訳・修正）」は概ね自然な日本語ですが、「何かの分布」という表現がやや抽象的で、具体性に欠ける印象を与えます。「物質の分布」など、より具体的な表現にするとさらに良くなるでしょう。",5,"「解説文（英語）」は密度の概念を明確に説明しており、質量と体積の関係、住戸数の例を挙げることで、対象を理解するために十分な情報を提供しています。",5,"密度に関する説明は、物理学や建築学などの専門知識に基づいており、質量と体積の関係や住戸数の概念は、関連する分野で広く認識されています。",5,"「解説文（人訳・修正）」には事実ではない内容は含まれておらず、専門知識に基づいて正確に訳されています。",5,"元ラベル「density」と日本語ラベル「密度」は同じ対象を指しており、ズレや曖昧性はありません。",5,"「密度」は物理学や関連分野で一般的に使用される用語であり、独自の造語ではなく、広く受け入れられている訳語です。",4,"「解説文（人訳・修正）」は専門用語を適切に使用していますが、「単位面積当たりの何かの分布」という表現がやや一般的で、より専門的な用語や具体的な表現（例：物質の密度）を用いるとさらに良くなるでしょう。"
"http://vocab.getty.edu/aat/300412045","dynamic range","<attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The ratio of the distance between highest and lowest values of a quantity. This is most often applied to recorded sound and light signals in audio recording and photographic contexts. It determines the range of intensity that may be reliably transmitted through any particular system.","ダイナミックレンジ","ある量の最高値と最低値の間の距離の比率。これは、オーディオ録音および写真の文脈で記録された音および光の信号に適用されることが最も多い。これは、特定のシステムを通じて確実に伝送できる強度の範囲を決定するものである。","ジャパンナレッジ[デジタル大辞泉]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%83%80%E3%82%A4%E3%83%8A%E3%83%9F%E3%83%83%E3%82%AF%E3%83%AC%E3%83%B3%E3%82%B8&lid=2001011233200","ジャパンナレッジ[日本大百科全書（ニッポニカ）]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%83%80%E3%82%A4%E3%83%8A%E3%83%9F%E3%83%83%E3%82%AF%E3%83%AC%E3%83%B3%E3%82%B8&lid=1001000141999","ジャパンナレッジ[日本国語大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%83%80%E3%82%A4%E3%83%8A%E3%83%9F%E3%83%83%E3%82%AF%E3%83%AC%E3%83%B3%E3%82%B8&lid=20020291f331JkVs67Z2",957,5,"「解説文（人訳・修正）」は「解説文（英語）」の内容を正確に反映しており、情報の抜けはありません。最高値と最低値の比率、オーディオ録音や写真の文脈での適用、特定のシステムを通じての強度の範囲についての説明が含まれています。",4,"「解説文（人訳・修正）」は概ね自然な日本語ですが、「これは、」の部分が少し冗長に感じられます。よりスムーズにするためには、「これは、」を省略するか、別の表現にすることができるかもしれません。",5,"「解説文（英語）」はダイナミックレンジの定義を明確に示しており、対象を理解するために十分な説明がなされています。最高値と最低値の比率、適用される文脈、信号の強度の範囲に関する情報が含まれています。",5,"「解説文（英語）」はオーディオ録音や写真に関連する専門知識を適切に用いており、ダイナミックレンジの概念を正確に説明しています。音響工学や写真技術における信号処理の理解が反映されています。",5,"「解説文（人訳・修正）」には事実ではない内容は含まれておらず、専門知識に基づいて正確な情報が提供されています。ダイナミックレンジの定義に関して誤解を招く表現は見受けられません。",5,"元ラベル「dynamic range」と日本語ラベル「ダイナミックレンジ」は同じ対象を指しており、ズレや指示対象の曖昧性はありません。両者は同じ概念を表現しています。",5,"「ダイナミックレンジ」は音響や写真の分野で広く使われる用語であり、一般的に受け入れられている訳語です。独自の造語ではなく、専門用語として適切です。",5,"「解説文（人訳・修正）」はダイナミックレンジに関する一般的な理解に基づいており、専門用語としての使用も適切です。特に独自の造語はなく、業界での一般的な用語と一致しています。"
"http://vocab.getty.edu/aat/300126954","flexibility","<attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The ability to bend without breaking or cracking.","柔軟性","折れたり割れたりすることなく曲げることができる能力。","ジーニアス英和和英辞典","プログレッシブ英和中辞典","広辞苑",961,5,"「解説文（英語）」の内容が「解説文（人訳・修正）」に完全に反映されており、情報の抜けはありません。",4,"「解説文（人訳・修正）」は自然な日本語ですが、「曲げることができる能力」という表現がやや堅い印象を与えるため、もう少し口語的な表現にするとより自然になるかもしれません。",4,"「解説文（英語）」は基本的な意味を伝えていますが、柔軟性の具体的な応用や文脈（例えば、物理学や生物学における柔軟性の重要性など）についての説明があれば、より理解が深まるでしょう。",3,"「解説文（英語）」は基本的な定義を提供していますが、柔軟性が重要な分野（例えば、材料科学や生物学）における具体的な例や応用についての言及がないため、専門知識の深さが不足しています。",5,"「解説文（人訳・修正）」には事実に反する内容は含まれておらず、正確な情報が提供されています。",5,"元ラベル「flexibility」と日本語ラベル「柔軟性」は同じ対象を指しており、ズレや曖昧性はありません。",5,"「柔軟性」は一般的に使用される訳語であり、特に科学や工学の分野でも広く認知されています。",4,"「解説文（人訳・修正）」は正確ですが、専門用語としての「柔軟性」が持つ多様な意味合い（例えば、心理的な柔軟性やビジネスにおける柔軟性など）についての言及がないため、もう少し広がりがあれば良いでしょう。"
"http://vocab.getty.edu/aat/300412087","frequency (rate or recurrence)","<attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The rate or recurrence of a repeating vibration, cycle, or wave passing a fixed point in unit time. In physics, frequency is expressed in hertz units, as one cycle per second, or Hz.","頻度","単位時間内に一定点を通過する振動、周期、または波の繰り返しの速度または反復。物理学では、周波数は1秒当たり1サイクル、またはHzとしてヘルツ単位で表される。","ジャパンナレッジ[日本大百科全書（ニッポニカ）]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E5%91%A8%E6%B3%A2%E6%95%B0&lid=1001000112368","ジャパンナレッジ[デジタル大辞泉]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E5%91%A8%E6%B3%A2%E6%95%B0&lid=2001008686000","ジャパンナレッジ[日本国語大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E5%91%A8%E6%B3%A2%E6%95%B0&lid=2002020663c4B7guNC5j",963,5,"「解説文（英語）」に含まれる情報が全て「解説文（人訳・修正）」に反映されており、抜け落ちている情報はありません。特に、振動や周期、波の繰り返しの速度や反復、ヘルツ単位での表現が正確に訳されています。",4,"「解説文（人訳・修正）」は概ね自然な日本語ですが、「速度または反復」という表現がやや不自然に感じられます。「速度」よりも「頻度」や「率」といった表現の方が適切かもしれません。",5,"「解説文（英語）」は周波数の定義を明確に説明しており、振動や波の概念を理解するために十分な情報を提供しています。特に、ヘルツ単位の説明が具体的で理解しやすいです。",5,"「解説文（英語）」は物理学における周波数の定義を正確に説明しており、振動、周期、波といった関連する専門用語を適切に使用しています。これにより、専門知識がしっかりと反映されています。",5,"「解説文（人訳・修正）」には事実に反する内容は含まれておらず、物理学における周波数の定義に基づいて正確に訳されています。",5,"元ラベル「frequency」と日本語ラベル「頻度」は同じ対象を指しており、ズレや曖昧性はありません。どちらも周波数の概念を正確に表しています。",5,"「頻度」は物理学において一般的に使用される用語であり、周波数を指す際の適切な訳語です。独自の造語は使用されていません。",5,"「解説文（人訳・修正）」においても、周波数を説明する際の用語が適切に使用されており、独自の造語はありません。物理学の文脈において一般的な表現が維持されています。"
"http://vocab.getty.edu/aat/300191633","inorganic","<attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","Materials not containing hydrocarbons or their derivatives.","無機物","炭化水素またはその誘導体を含まない材料。","ジャパンナレッジ[デジタル大辞泉]
https://japanknowledge.com/psnl/display/?kw=%E7%84%A1%E6%A9%9F%E7%89%A9&lid=2001017863500","ジャパンナレッジ[日本国語大辞典]
https://japanknowledge.com/psnl/display/?kw=%E7%84%A1%E6%A9%9F%E7%89%A9&lid=200204108db26yTcwVVI","ジャパンナレッジ[角川類語新辞典]
https://japanknowledge.com/psnl/display/?kw=%E7%84%A1%E6%A9%9F%E7%89%A9&lid=20032080000#080a00_00600",966,5,"「解説文（英語）」に含まれる「Materials not containing hydrocarbons or their derivatives.」の情報が、「解説文（人訳・修正）」においても「炭化水素またはその誘導体を含まない材料。」として正確に訳されており、情報の抜けはありません。",5,"「解説文（人訳・修正）」は自然な日本語で表現されており、専門用語も適切に使用されています。文の流れもスムーズで、読みやすいです。",4,"「解説文（英語）」は無機物の定義を簡潔に示していますが、無機物の具体的な例や用途についての情報がないため、もう少し詳細があればより理解が深まると思います。",4,"無機物に関する基本的な専門知識（炭化水素やその誘導体の定義）を適切に用いていますが、無機物の特性や重要性についての説明が不足しているため、評価を少し下げました。",5,"「解説文（人訳・修正）」には事実に反する内容は含まれておらず、正確な情報が提供されています。",5,"元ラベル「inorganic」と日本語ラベル「無機物」は同じ対象を指しており、ズレや曖昧性はありません。",5,"「無機物」という用語は化学分野で広く使われている標準的な訳語であり、独自の造語はありません。",4,"「解説文（人訳・修正）」は正確ですが、無機物に関連する他の用語（例：無機化合物など）を含めることで、より専門的な理解を促進できたかもしれません。"
"http://vocab.getty.edu/aat/300221189","instability","<attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The quality or state of lacking stability, of tending toward changeability, or of readily decomposing or changing chemically.","不安定","安定性に欠ける、変化しやすい、または容易に分解したり化学的に変化したりする性質や状態。","小学館 ランダムハウス英和大辞典","プログレッシブ英和中辞典","理化学英和辞典",967,5,"解説文（英語）の内容がすべて解説文（人訳・修正）に含まれており、情報の抜けはありません。",4,"日本語文としては自然ですが、「性質や状態」という表現がやや冗長に感じられるため、もう少し簡潔に「性質」または「状態」とすることも可能です。",5,"解説文（英語）は「不安定」の概念を十分に説明しており、変化しやすさや分解・化学変化について具体的に言及しています。",5,"解説文（英語）は化学や物理学に関連する専門知識を適切に用いており、安定性や変化に関する科学的な概念を明確に説明しています。",5,"解説文（人訳・修正）には事実ではない内容は含まれておらず、元の解説文に基づいて正確に翻訳されています。",5,"元ラベル「instability」と日本語ラベル「不安定」は同じ対象を指しており、指示対象にズレはありません。",5,"「不安定」は一般的に使われる用語であり、特に科学や工学の分野でも広く認知されています。独自の造語ではありません。",5,"解説文（人訳・修正）においても、専門用語としての「不安定」が適切に使用されており、独自の造語は見られません。"
"http://vocab.getty.edu/aat/300419305","integrity (physical property)","<attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The condition of being unimpaired, complete, or undivided. The concept denotes material wholeness and may be applied to objects or built works.","完全、無傷、完全性","損なわれていない、完全である、または分割されていない状態。この概念は物質的な全体性を表し、物体または建築物に適用される場合がある。","英辞郎","ジーニアス英和和英辞典","研究社リーダーズ英和辞典 ",968,5,"「解説文（英語）」に含まれる情報がすべて「解説文（人訳・修正）」に反映されており、抜けがありません。内容が完全に翻訳されています。",4,"「解説文（人訳・修正）」は自然な日本語で表現されていますが、「または分割されていない状態」という部分がやや堅い印象を与えるため、もう少し流暢な表現に改善できる余地があります。",5,"「解説文（英語）」は「integrity」の概念を明確に説明しており、物質的な全体性についての理解を助ける内容になっています。十分な説明がなされています。",5,"「解説文（英語）」は物理的特性や建築物に関連する専門知識を適切に用いており、対象の理解を深めるための情報が含まれています。物理学や建築学の観点からも妥当です。",5,"「解説文（人訳・修正）」には事実ではない内容は含まれておらず、元の英語の解説に基づいた正確な翻訳がなされています。",5,"元ラベル「integrity (physical property)」と日本語ラベル「完全、無傷、完全性」は同じ対象を指しており、ズレや指示対象の曖昧性はありません。",4,"「完全性」という用語は一般的に使われる訳語ですが、他の専門用語と比較してやや一般的すぎる印象があります。「物質的完全性」などの表現がより専門的かもしれません。",4,"「解説文（人訳・修正）」は概ね正確ですが、「物体または建築物に適用される場合がある」という部分が少し曖昧で、より具体的な表現が望ましいです。専門用語の使用は適切ですが、明確さに欠ける部分があります。"
"http://vocab.getty.edu/aat/300221144","intensity (strength)","<attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The strength or amount of a quality, condition, or phenomenon, such as of an electric field, magnetization, or radiation.","強度","電界、磁化、放射線などの性質、状態、または現象の強度や量。","理化学英和辞典","ジーニアス英和和英辞典","研究社新英和中辞典",969,5,"「解説文（英語）」に含まれる情報がすべて「解説文（人訳・修正）」に反映されており、抜け落ちた情報はありません。電界、磁化、放射線などの性質や状態に関する強度や量についての説明が適切に訳されています。",4,"「解説文（人訳・修正）」は自然な日本語で書かれていますが、「性質、状態、または現象の強度や量」という部分がやや堅苦しく感じられるため、もう少しスムーズな表現に改善できる余地があります。",5,"「解説文（英語）」は、強度や量に関する具体的な例（電界、磁化、放射線）を挙げており、対象を理解するために十分な説明がなされています。",5,"「解説文（英語）」では、電気工学、物理学、放射線学などの専門知識が適切に用いられており、強度や量に関する説明が明確です。",5,"「解説文（人訳・修正）」には事実ではない内容は含まれておらず、専門知識に基づいた正確な情報が提供されています。",5,"元ラベル「intensity (strength)」と日本語ラベル「強度」は同じ対象を指しており、ズレや曖昧性はありません。",5,"「日本語ラベル（人訳）」の「強度」は、物理学や工学の分野で一般的に使用される用語であり、独自の造語ではありません。",5,"「解説文（人訳・修正）」においても、専門用語としての「強度」が適切に使われており、独自の造語は見られません。"
"http://vocab.getty.edu/aat/300222225","invisible","<attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","Use to describe things not perceptible by vision under given circumstances. They may become visible under different circumstances, for example through a microscope, by staining, or under different lighting conditions.","不可視、目に見えない","ある状況下で、視覚によって認識できないものを表現するために使用する。顕微鏡を通したり、染色したり、照明条件を変えたりするなど、さまざまな状況下で目に見えるようになる可能性がある。","理化学英和辞典","研究社新英和中辞典","大辞林",970,5,"「解説文（人訳・修正）」は「解説文（英語）」の内容を完全に反映しており、情報の抜けがありません。視覚によって認識できないものを表現すること、そしてそれが異なる状況下で目に見えるようになる可能性についても言及されています。",4,"「解説文（人訳・修正）」は自然な日本語で書かれていますが、「使用する」という表現がやや堅い印象を与えるため、もう少し柔らかい表現にするとさらに良くなるでしょう。例えば、「使われる」とすることで、より自然な流れになります。",5,"「解説文（英語）」は、不可視の概念を理解するために十分な情報を提供しています。視覚的に認識できないものがどのような条件で見えるようになるかについて具体的な例を挙げており、理解を助けています。",5,"「解説文（英語）」は、顕微鏡や染色、照明条件といった専門的な用語を適切に使用しており、視覚的な認識に関する科学的な知識を反映しています。これにより、専門知識がしっかりと活用されています。",5,"「解説文（人訳・修正）」には事実ではない内容は含まれておらず、科学的な観点からも正確な情報が提供されています。不可視の概念についての説明は正確です。",5,"元ラベル「invisible」と日本語ラベル「不可視、目に見えない」は同じ対象を指しており、指示対象にズレはありません。どちらも視覚的に認識できない状態を表しています。",5,"日本語ラベル「不可視、目に見えない」は、一般的に使用される用語であり、特に科学や技術の分野でも広く認識されています。独自の造語はありません。",5,"「解説文（人訳・修正）」は、専門的な用語や表現を適切に使用しており、独自の造語は見られません。一般的に受け入れられている表現が使われています。"
"http://vocab.getty.edu/aat/300378885","living organism attributes","<attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","Characteristics or qualities of living organisms.","有機体の特性","生物の特性または性質。","ジャパンナレッジ[SPED理工系英和辞典]
https://japanknowledge.com/psnl/display/?kw=%E6%9C%89%E6%A9%9F%E4%BD%93%E3%81%AE%E7%89%B9%E6%80%A7&lid=40300SPED285140","ジャパンナレッジ[小学館 ロベール仏和大辞典]
https://japanknowledge.com/psnl/display/?kw=%E6%9C%89%E6%A9%9F%E4%BD%93%E3%81%AE%E7%89%B9%E6%80%A7&lid=42200SRFJ42642000","ジャパンナレッジ[文庫クセジュ　ベストセレクション]
https://japanknowledge.com/psnl/display/?kw=%E6%9C%89%E6%A9%9F%E4%BD%93%E3%81%AE%E7%89%B9%E6%80%A7&lid=8021007800016",971,5,"「解説文（英語）」に含まれる「Characteristics or qualities of living organisms」という情報は、「生物の特性または性質」という訳文に完全に反映されており、情報の抜けはありません。",4,"「生物の特性または性質」という表現は自然ですが、「特性」や「性質」という言葉の使い方がやや冗長に感じられるため、もう少し簡潔に「生物の特性」とすることも可能です。",4,"「解説文（英語）」は生物の特性についての基本的な情報を提供していますが、具体的な例や詳細がないため、理解を深めるには不十分かもしれません。より具体的な特性の例を挙げると良いでしょう。",4,"「解説文（英語）」は生物学の基本的な概念を適切に使用していますが、より専門的な用語や具体的な文脈（例えば、遺伝的特性、生理的特性など）を加えることで、専門知識の深さを増すことができたかもしれません。",5,"「解説文（人訳・修正）」には事実ではない内容は含まれておらず、生物の特性や性質に関する正確な情報が提供されています。",5,"元ラベル「living organism attributes」と日本語ラベル「有機体の特性」は、同じ対象を指しており、ズレや曖昧性はありません。",4,"「有機体の特性」という表現は一般的に理解されますが、より一般的な用語である「生物の特性」を使用する方が、より広く受け入れられる可能性があります。",4,"「生物の特性または性質」という表現は理解可能ですが、専門用語としては「生物の特性」の方が一般的に使用されるため、より適切な訳語を選ぶことができたかもしれません。"
"http://vocab.getty.edu/aat/300056191","magnetic properties","<attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The characteristics of a material or object that concern its degree of magnetism and the magnetic phenomena it evinces.","磁気的特性","磁性の度合いおよびそれが示す磁気現象に関係する、物質または物体の特性。","ジャパンナレッジ[小学館 オックスフォード 英語コロケーション辞典]
https://japanknowledge.com/psnl/display/?kw=%E7%A3%81%E6%B0%97%E7%9A%84%E7%89%B9%E6%80%A7&lid=40090SOCD167500","ジャパンナレッジ[Oxford Advanced Learner's Dictionary]
https://japanknowledge.com/psnl/display/?ph=1&kw=magnetic+properties&lid=4008002101000","ジャパンナレッジ[ビジネス技術実用英語大辞典V6]
https://japanknowledge.com/psnl/display/?ph=1&kw=magnetic+properties&lid=40150E014656",972,5,"「解説文（人訳・修正）」は「解説文（英語）」の内容を完全に反映しており、情報の抜けはありません。磁性の度合いと磁気現象に関する特性が正確に訳されています。",4,"「解説文（人訳・修正）」は自然な日本語ですが、「物質または物体の特性」という部分がやや堅苦しく感じられるため、もう少し流暢な表現に改善できる余地があります。",5,"「解説文（英語）」は磁気的特性についての十分な説明を提供しており、特性の内容や関連する現象について明確に述べています。",5,"磁気的特性に関する専門知識が適切に用いられており、磁性や磁気現象に関する基本的な理解が示されています。物理学や材料科学の知識が反映されています。",5,"「解説文（人訳・修正）」には事実ではない内容は含まれておらず、専門知識に基づいて正確に表現されています。",5,"元ラベル「magnetic properties」と日本語ラベル「磁気的特性」は同じ対象を指しており、ズレや曖昧性はありません。",5,"「磁気的特性」は物理学や材料科学の分野で一般的に使用される用語であり、独自の造語ではありません。",5,"「解説文（人訳・修正）」においても、専門用語が適切に使用されており、独自の造語は見られません。一般的な表現が用いられています。"
"http://vocab.getty.edu/aat/300055664","mass (property)","<attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The quantity of matter in a body, as distinct from its weight.","質量","重量とは異なる、体内の物質の量。","理化学英和辞典","ジーニアス英和和英辞典","研究社新英和中辞典",973,5,"解説文（英語）に含まれる「the quantity of matter in a body」と「as distinct from its weight」という情報が、解説文（人訳・修正）にはしっかりと反映されており、抜けがありません。",3,"「体内の物質の量」という表現はやや不自然で、「物体内の物質の量」とする方がより適切です。また、「重量とは異なる」という部分も「重さとは異なる」とした方が自然です。",4,"解説文（英語）は質量の定義を簡潔に説明しており、一般的な理解には十分ですが、質量の重要性や応用についての説明が不足しているため、満点には至りません。",4,"解説文（英語）は物理学における質量の基本的な概念を適切に説明していますが、質量と重さの違いについての詳細な説明や、質量の単位（kgなど）についての言及がないため、専門知識の深さに欠けます。",5,"解説文（人訳・修正）には事実に反する内容は含まれておらず、質量の定義として正確です。",5,"元ラベル「mass (property)」と日本語ラベル「質量」は同じ対象を指しており、ズレや曖昧性はありません。",5,"「質量」という用語は物理学において一般的に使用される訳語であり、独自の造語ではありません。",3,"解説文（人訳・修正）において「体内の物質の量」という表現は、専門用語としての一般的な使用においては不適切であり、より適切な表現が求められます。"
"http://vocab.getty.edu/aat/300379432","moisture content","<attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The quantity of water in a given substance; its weight as a percentage of the total dry weight of the material (as measured on the dry basis) or percentage of the weight per unit mass of the wet material (the wet basis).","含水量","ある物質に含まれる水分量。その重量は、材料の総乾燥重量（乾燥基準で測定）の割合または湿潤物質（湿潤基準）の単位質量当たりの重量の割合。","ジャパンナレッジ[SPED理工系英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E5%90%AB%E6%B0%B4%E9%87%8F&lid=40300SPED390060","ジャパンナレッジ[ビジネス技術実用英語大辞典V6]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E5%90%AB%E6%B0%B4%E9%87%8F&lid=40150W005098","ジャパンナレッジ[ビジネス技術実用英語大辞典V6]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E5%90%AB%E6%B0%B4%E9%87%8F&lid=40150E015637",975,5,"「解説文（人訳・修正）」は「解説文（英語）」の内容を完全に反映しており、情報の抜けがありません。水分量の定義や測定基準についての説明がしっかりと含まれています。",4,"「解説文（人訳・修正）」は自然な日本語ですが、「その重量は」という表現がやや不自然に感じられるため、少し改善の余地があります。「その重量は、材料の総乾燥重量の割合であるか、湿潤物質の単位質量当たりの重量の割合である」といった表現にすると、よりスムーズになります。",5,"「解説文（英語）」は「moisture content」の定義を明確に示しており、必要な情報が十分に提供されています。水分量の測定基準についても具体的に説明されているため、理解に役立ちます。",5,"「解説文（英語）」では、乾燥基準と湿潤基準という専門的な用語が適切に使用されており、材料科学や農業、食品科学などの関連分野において重要な概念が説明されています。",5,"「解説文（人訳・修正）」には事実に反する内容は含まれておらず、専門知識に基づいた正確な情報が提供されています。水分量の定義や測定方法についても正確です。",5,"元ラベル「moisture content」と日本語ラベル「含水量」は同じ対象を指しており、ズレや曖昧性はありません。どちらも物質に含まれる水分の量を示しています。",5,"「日本語ラベル（人訳）」の「含水量」は、関連分野で広く使用されている用語であり、独自の造語ではありません。一般的に受け入れられている訳語です。",4,"「解説文（人訳・修正）」の内容は概ね専門用語に一致していますが、「湿潤物質」という表現がやや不明瞭で、一般的には「湿った物質」や「湿潤状態の物質」といった表現が好まれることがあります。したがって、少し改善の余地があります。"
"http://vocab.getty.edu/aat/300218792","morphology (attribute)","<attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","Refers to the physical form of a thing or a material, often regarding shapes and arrangements of parts.","形態学","物または素材の物理的な形状を指し、多くの場合、部品の形状および配置に関する。","研究社新英和中辞典","研究社リーダーズ英和辞典 ","日本植物形態学会誌 ""Plant Morphography""",976,5,"「解説文（英語）」に含まれる情報がすべて「解説文（人訳・修正）」に反映されており、物理的な形状や部品の形状および配置に関する説明が抜け落ちていないため。",4,"「解説文（人訳・修正）」は自然な日本語であるが、「物または素材の物理的な形状を指し」という部分がやや堅苦しく感じられるため、もう少し口語的な表現にするとさらに良い。",5,"「解説文（英語）」は対象の物理的な形状や部品の配置について具体的に説明しており、理解に必要な情報が十分に提供されているため。",5,"「解説文（英語）」は形態学に関連する専門用語（物理的形状、部品の形状、配置）を適切に使用しており、専門知識がしっかりと反映されているため。",5,"「解説文（人訳・修正）」には事実ではない内容は含まれておらず、専門的な観点からも正確な情報が提供されているため。",5,"元ラベル「morphology (attribute)」と日本語ラベル「形態学」は同じ対象を指しており、ズレや曖昧性は見られないため。",5,"「形態学」は生物学や地質学などの分野で広く使われる用語であり、一般的に認知されている訳語であるため、独自の造語ではない。",4,"「解説文（人訳・修正）」は専門用語を適切に使用しているが、「物または素材」という表現がやや一般的すぎるため、より専門的な用語を用いることで、さらに専門性が高まる可能性がある。"
