リソース,ラベル原文,タイプ,解説原文,日本語ラベル(人訳),解説文(人訳),文献1,文献2,文献3,通番,Score_1,Reason_1,Score_2,Reason_2,Score_3,Reason_3,Score_4,Reason_4,Score_5,Reason_5,Score_6,Reason_6,Score_7,Reason_7
http://vocab.getty.edu/aat/300010377,portland cement,"<cement by composition or origin>, cement (construction material), inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","binding material in the form of a finely ground powder, usually gray, that is manufactured by burning and grinding a mixture of limestone and clay or limestone and shale. The cementitious binder for most structural concrete; obtained by pulverizing clinker consisting essentially of hydraulic calcium silicates; contains calcium sulfate as an interground addition. When mixed with water, the anhydrous calcium silicates and other constituents in the portland cement react chemically with the water, combining with it (hydration) and decomposing in it (hydrolysis) and hardening and developing strength. Joseph Aspdin, of England, patented the basic process in 1824, naming it for the resemblance of the cement when set to portland stone, a limestone from the Isle of Portland. ",ポルトランドセメント,石灰石と粘土または石灰石と頁岩の混合物を焼成・粉砕して製造される、細かく粉砕された粉末状の結合材で、通常は灰色。無水ケイ酸カルシウムを主成分とするクリンカーを粉砕することによって得られる。水と混合すると、ポートランドセメント中の無水ケイ酸カルシウムおよびその他の成分が水と化学的に反応し、水と結合（水和）し、水中で分解（加水分解）して硬化し、強度が発現する。イギリスのJoseph Aspdinが1824年にこの基本的な製法の特許を取得し、ポートランド島産の石灰岩であるポートランドストーンにセメントを固めたときの形が似ていることからこの名前が付けられた。,"ジャパンナレッジ[デジタル大辞泉]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%83%9D%E3%83%AB%E3%83%88%E3%83%A9%E3%83%B3%E3%83%89%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=2001017104100","ジャパンナレッジ[日本大百科全書（ニッポニカ）]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%83%9D%E3%83%AB%E3%83%88%E3%83%A9%E3%83%B3%E3%83%89%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=1001000213547","ジャパンナレッジ[日本国語大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%83%9D%E3%83%AB%E3%83%88%E3%83%A9%E3%83%B3%E3%83%89%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=200203e39fbehEDIH82Y",1629,5.0,解説文（人訳・修正）は、解説文（英語）の内容を漏れなく翻訳しており、全ての重要な情報が含まれています。特に、製造過程や化学反応についての詳細がしっかりと訳されています。,4.0,日本語文としては自然で理解しやすいですが、一部の専門用語（例：水和、加水分解）が一般的な読者にはやや難解かもしれません。もう少し平易な表現にすることで、より多くの人に理解されやすくなると思います。,5.0,解説文（英語）はポートランドセメントの製造方法、化学反応、歴史的背景を詳しく説明しており、対象を理解するために十分な情報を提供しています。特に、化学反応の過程や歴史的な由来が明確に記述されています。,5.0,解説文（英語）は、セメントの化学的性質や製造プロセスに関する専門知識を適切に用いて説明されています。特に、無水ケイ酸カルシウムや水和、加水分解といった専門用語が正確に使用されています。,5.0,解説文（人訳・修正）には事実に基づかない内容は含まれておらず、専門知識に基づいた正確な情報が提供されています。ポートランドセメントの製造過程や歴史についても正確に記述されています。,5.0,元ラベル（英語）と日本語ラベル（人訳）は、同じ対象であるポートランドセメントを指しており、ズレや曖昧さはありません。両者は一貫して同じ概念を表しています。,5.0,「ポルトランドセメント」という訳語は、建設業界で広く使われている標準的な用語であり、独自の造語ではありません。一般的に認知されている訳語です。
http://vocab.getty.edu/aat/300162658,pozzolan cement,"<cement by composition or origin>, cement (construction material), inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet",Cement made with lime mortar and pozzolana or other material containing active silica.,ポゾランセメント,石灰モルタルとポゾラナまたは活性シリカを含む他の材料で作られたセメント。,"ジャパンナレッジ[理化学英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%83%9D%E3%82%BE%E3%83%A9%E3%83%B3%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=40100p021910","ジャパンナレッジ[理化学英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%83%9D%E3%82%BE%E3%83%A9%E3%83%B3%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=40100p019900","ジャパンナレッジ[世界大百科事典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%83%9D%E3%82%BE%E3%83%A9%E3%83%B3%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=102003119500",1630,5.0,「解説文（英語）」に含まれる情報がすべて「解説文（人訳・修正）」に反映されており、抜け落ちている情報はありません。,4.0,「解説文（人訳・修正）」は自然な日本語ですが、「活性シリカを含む他の材料」という部分がやや不自然に感じられるため、もう少し流暢に表現できる余地があります。,4.0,「解説文（英語）」はポゾランセメントの基本的な構成要素を説明していますが、具体的な用途や特性についての情報が不足しているため、理解を深めるには不十分です。,5.0,ポゾランセメントに関連する専門知識（セメント、石灰モルタル、ポゾラナ、活性シリカ）が適切に用いられており、専門的な説明として十分です。,5.0,「解説文（人訳・修正）」には事実に反する内容は含まれておらず、正確な情報が提供されています。,5.0,元ラベルと日本語ラベルは同じ対象を指しており、ズレや曖昧さはありません。,5.0,「ポゾランセメント」は建設業界で一般的に使用される用語であり、独自の造語ではなく、業界の標準的な訳語と一致しています。
http://vocab.getty.edu/aat/300010418,slag cement,"<cement by composition or origin>, cement (construction material), inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet",An artificial cement with hydraulic properties that is made by grinding together granulated blast-furnace slag and hydrated lime.,スラグセメント,高炉水砕スラグと水和石灰を粉砕して作る水硬性人工セメント。,"ジャパンナレッジ[日本国語大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%82%B9%E3%83%A9%E3%82%B0%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=200202511aa1fsP1d1j4","ジャパンナレッジ[デジタル化学辞典(第2版)]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%82%B9%E3%83%A9%E3%82%B0%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=5806014040207","ジャパンナレッジ[理化学英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%82%B9%E3%83%A9%E3%82%B0%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=40100s012630",1631,5.0,「解説文（英語）」に含まれる情報がすべて「解説文（人訳・修正）」に反映されており、抜け落ちた情報はありません。具体的には、スラグセメントの成分（高炉水砕スラグと水和石灰）やその製造方法（粉砕）が正確に訳されています。,4.0,「解説文（人訳・修正）」は自然な日本語ですが、「水硬性人工セメント」という表現がやや専門的で、一般の読者には分かりにくいかもしれません。もう少し平易な表現にすることで、より多くの人に理解されやすくなるでしょう。,5.0,「解説文（英語）」はスラグセメントの特性や製造方法について十分な情報を提供しており、対象を理解するために必要な説明が含まれています。,5.0,「解説文（英語）」では、スラグセメントの製造に関する専門用語（高炉水砕スラグ、水和石灰、人工セメント）を適切に使用しており、セメント工学や材料科学の知識が反映されています。,5.0,「解説文（人訳・修正）」には事実に反する内容は含まれておらず、専門知識に基づいた正確な情報が提供されています。,5.0,元ラベルの「slag cement」と日本語ラベルの「スラグセメント」は同じ対象を指しており、ズレや指示対象の曖昧性はありません。,5.0,「スラグセメント」はセメント業界で一般的に使用される用語であり、独自の造語ではありません。業界の標準的な訳語と一致しています。
http://vocab.getty.edu/aat/300014374,soil cement,"<cement by composition or origin>, cement (construction material), inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet",Portland cement mixed with the existing soil to serve as a paving or surfacing material.,ソイルセメント,既存の土にポルトランドセメントを混ぜて、舗装材や路面材として使用する。,"ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%82%BD%E3%82%A4%E3%83%AB%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=40010RH163495000","ジャパンナレッジ[理化学英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%82%BD%E3%82%A4%E3%83%AB%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=40100s015470
","ジャパンナレッジ[デジタル化学辞典(第2版)]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%82%BD%E3%82%A4%E3%83%AB%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=5806014040221",1632,5.0,「解説文（英語）」に含まれる情報がすべて「解説文（人訳・修正）」に反映されており、抜け落ちている情報はありません。,4.0,「解説文（人訳・修正）」は自然な日本語ですが、「舗装材や路面材として使用する」という表現がやや冗長に感じられるため、もう少し簡潔にすることができるかもしれません。,5.0,「解説文（英語）」は、ソイルセメントの定義とその用途を明確に説明しており、対象を理解するために十分な情報を提供しています。,5.0,ポルトランドセメントや舗装材という専門用語が適切に使用されており、土木工学や建設関連の専門知識が反映されています。,5.0,「解説文（人訳・修正）」には事実ではない内容は含まれておらず、正確な情報が提供されています。,5.0,元ラベル「soil cement」と日本語ラベル「ソイルセメント」は同じ対象を指しており、ズレや曖昧性はありません。,5.0,「ソイルセメント」は土木工学や建設業界で一般的に使用される用語であり、独自の造語ではありません。
http://vocab.getty.edu/aat/300265786,fibro,"<cement by product>, cement (construction material), inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","Cement and asbestos sheeting, used primarily in Australia to build cheap housing.",石綿セメント,セメントとアスベストの堰板で、主にオーストラリアで安普請の住宅建設に使われた。,"ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=sand-lime+brick&lid=40010RH152191000","ジャパンナレッジ[小学館 和伊中辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%9F%B3%E7%B6%BF%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=42421SHJI01896100#020","ジャパンナレッジ[世界大百科事典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%9F%B3%E7%B6%BF%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=102004125300",1634,5.0,「解説文（人訳・修正）」は「解説文（英語）」の内容を完全に反映しており、情報の抜けはありません。セメントとアスベストの堰板がオーストラリアで安普請の住宅建設に使われたという情報が正確に伝わっています。,4.0,「解説文（人訳・修正）」は自然な日本語ですが、「堰板」という表現は一般的ではなく、より一般的な「板」や「シート」とする方が自然な表現になるかもしれません。,5.0,「解説文（英語）」は、対象である「fibro」の使用目的や地域を明確に説明しており、十分な情報を提供しています。,5.0,「解説文（英語）」は、建築材料としての「セメント」と「アスベスト」の使用に関する専門知識を適切に用いており、特にオーストラリアにおける住宅建設の文脈を考慮しています。,5.0,「解説文（人訳・修正）」には事実に反する内容は含まれておらず、正確な情報が提供されています。,5.0,元ラベル「fibro」と日本語ラベル「石綿セメント」は同じ対象を指しており、ズレや曖昧性はありません。,4.0,「石綿セメント」という用語は一般的に使用されますが、特に「fibro」という用語に対しては「ファイバーセメント」と呼ばれることも多いため、より広く受け入れられている用語と一致していない可能性があります。
http://vocab.getty.edu/aat/300010428,expanding cement,"<cement by property>, cement (construction material), inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet",Cement which when mixed with water forms a paste that tends to increase in volume after setting to a significantly greater degree than portland cement paste does; used to compensate for volume decrease due to shrinkage or to induce tensile stress in reinforcement.,膨張セメント,水と混合すると、ポルトランドセメントペーストよりも硬化後の体積が著しく増加する傾向のあるペーストを形成するセメント。収縮による体積の減少を補うため、または補強材に引張応力を誘発するために使用される。,"ジャパンナレッジ[理化学英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E8%86%A8%E5%BC%B5%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=40100e016490","ジャパンナレッジ[世界大百科事典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E8%86%A8%E5%BC%B5%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=102004170600","ジャパンナレッジ[SPED理工系英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E8%86%A8%E5%BC%B5%E3%82%BB%E3%83%A1%E3%83%B3%E3%83%88&lid=40300SPED098830",1638,5.0,「解説文（人訳・修正）」は「解説文（英語）」の内容を完全に反映しており、情報の抜けがありません。特に、体積の増加、収縮の補償、引張応力の誘発といった重要なポイントがしっかりと含まれています。,4.0,「解説文（人訳・修正）」は自然な日本語で書かれていますが、「ペーストを形成するセメント」という表現がやや不自然に感じられるため、改善の余地があります。「水と混合するとペーストを形成するセメント」とすることで、より自然な流れになるでしょう。,5.0,「解説文（英語）」は、膨張セメントの特性や用途について十分な説明を提供しており、対象を理解するために必要な情報が網羅されています。,5.0,「解説文（英語）」は、膨張セメントの特性や用途についての専門知識を適切に用いて説明しています。特に、ポルトランドセメントとの比較や、収縮補償、引張応力の誘発といった点は、建設や材料工学の専門知識に基づいています。,5.0,「解説文（人訳・修正）」には事実ではない内容は含まれておらず、膨張セメントの特性や用途について正確に説明されています。,5.0,元ラベル「expanding cement」と日本語ラベル「膨張セメント」は同じ対象を指しており、ズレや曖昧性はありません。,5.0,「膨張セメント」は建設業界で一般的に使用される用語であり、独自の造語ではありません。業界標準の訳語として適切です。
http://vocab.getty.edu/aat/300235507,ceramic (material),"<ceramic and ceramic by product>, <clay by product>, clay, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","Refers to any of various hard, brittle, heat-resistant and corrosion-resistant materials made by shaping and then firing a nonmetallic mineral, such as clay, at a high temperature.","セラミック, 陶磁器",粘土などの非金属鉱物を成形し、高温で焼成した、硬くてもろい、耐熱性・耐食性に優れた様々な材料。,小学館　ランダムハウス英和大辞典,プログレッシブ英和中辞典,ビジネス技術実用英語大辞典V6,1652,5.0,「解説文（人訳・修正）」は、「解説文（英語）」に含まれる全ての情報を適切に翻訳しており、抜け落ちている情報はありません。,4.0,「解説文（人訳・修正）」は自然な日本語で書かれていますが、「硬くてもろい」という表現がやや不自然に感じられるため、もう少しスムーズな表現に改善できる余地があります。,5.0,「解説文（英語）」は、セラミックの特性や製造過程について十分な説明を提供しており、対象を理解するために必要な情報が含まれています。,5.0,「解説文（英語）」では、セラミックの特性（硬さ、脆さ、耐熱性、耐食性）や製造過程（成形と焼成）について専門的な知識が適切に用いられており、関連する専門知識（材料科学、陶芸）を反映しています。,5.0,「解説文（人訳・修正）」には事実ではない内容は含まれておらず、専門知識に基づいた正確な情報が提供されています。,5.0,"元ラベル「ceramic (material)」と日本語ラベル「セラミック, 陶磁器」は同じ対象を指しており、ズレや指示対象の曖昧性はありません。",5.0,「日本語ラベル（人訳）」の「セラミック」は、業界で一般的に使用される用語であり、独自の造語は含まれていません。
http://vocab.getty.edu/aat/300015100,celadon (glaze),"<ceramic glaze by composition or origin>, ceramic glaze, glaze (coating by location), <coating by location or context>, coating (material), <materials by function>, materials (substances), Materials (hierarchy name), Materials Facet","Refers to the various gray-green colored, iron-containing ceramic glazes that are applied to Asian stoneware. They were developed in the third century BCE and its use flourished during the Sung Dynasty, valued for its resemblance to jade.",青磁,アジアの石器に施される、灰緑色で鉄分を含むさまざまな陶磁器の釉薬を指す。紀元前3世紀に開発され、宋代に盛んに使用され、翡翠に似ていることから珍重された。,小学館　ランダムハウス英和大辞典,プログレッシブ英中和辞典,英辞郎 on the WEB,1658,5.0,「解説文（人訳・修正）」は「解説文（英語）」の情報を完全に反映しており、灰緑色、鉄分を含む陶磁器の釉薬、紀元前3世紀の開発、宋代の使用、翡翠に似ていることがすべて含まれています。,4.0,日本語文は自然で理解しやすいですが、「施される」という表現がやや堅苦しく感じられるため、もう少し口語的な表現にするとさらに良くなるかもしれません。,5.0,「解説文（英語）」は対象である青磁の歴史的背景や特徴を十分に説明しており、読者がその重要性や用途を理解するのに役立つ内容となっています。,5.0,専門用語としての「釉薬」や「陶磁器」、歴史的な文脈（紀元前3世紀、宋代）などが適切に用いられており、陶芸や美術史に関する専門知識が反映されています。,5.0,「解説文（人訳・修正）」には事実に反する内容は含まれておらず、青磁に関する正確な情報が提供されています。,5.0,元ラベルの「celadon (glaze)」と日本語ラベルの「青磁」は同じ対象を指しており、ズレや曖昧性は見られません。,5.0,「青磁」は日本語において広く受け入れられている用語であり、特に陶磁器の分野で一般的に使用されている訳語です。
http://vocab.getty.edu/aat/300343523,temmoku,"<ceramic glaze by composition or origin>, ceramic glaze, glaze (coating by location), <coating by location or context>, coating (material), <materials by function>, materials (substances), Materials (hierarchy name), Materials Facet",Glaze used predominantly in Japan for stoneware but first developed in China during the Sung Dynasty; characterized by its dark black and brown coloration and streaking largely attributable to the iron-oxide it contains.,天目,日本で主に石器用に使用され、最初に中国の宋代に開発された釉薬で、鉄酸化物を含んでいるため、黒や茶色の濃い色合いと縞模様が特徴。,大阪市立東洋陶磁美術館 特集展 「現代の天目―伝統と創造」,藤井尚行「油滴天目斑点を構成する磁鉄鉱」、『金沢美術工芸大学学報』、26巻（1982）、pp.65-71,山崎一雄「曜変天目と油滴天目」、『金沢大学考古学紀要』、21号（1994）、pp169-172,1660,5.0,「解説文（人訳・修正）」には、英語の解説文に含まれているすべての情報が正確に翻訳されており、抜け落ちた情報はありません。特に、釉薬の使用目的、起源、特徴がすべて含まれています。,4.0,日本語文は概ね自然ですが、「石器用に使用され」という表現がやや不自然に感じられます。「石器用の釉薬として使用され」とする方がより自然です。,5.0,英語の解説文は、temmokuの起源、使用目的、特徴を明確に説明しており、対象を理解するために十分な情報を提供しています。,5.0,英語の解説文では、釉薬の化学成分（鉄酸化物）やその結果としての色合いや模様について言及しており、陶芸や材料科学の専門知識が適切に用いられています。,5.0,「解説文（人訳・修正）」には事実に反する内容は含まれておらず、temmokuに関する正確な情報が提供されています。,5.0,元ラベルの「temmoku」と日本語ラベルの「天目」は、同じ対象を指しており、ズレや曖昧性はありません。,5.0,「天目」という用語は、陶芸の分野で広く使われている正しい訳語であり、独自の造語ではありません。
http://vocab.getty.edu/aat/300233436,tin glaze,"<ceramic glaze by composition or origin>, ceramic glaze, glaze (coating by location), <coating by location or context>, coating (material), <materials by function>, materials (substances), Materials (hierarchy name), Materials Facet","Opaque glaze containing an oxide of tin or tin ashes and of a white color, unless other color has been added.",錫釉,錫の酸化物または錫の灰を含む不透明な釉薬で、他の色が加えられていない場合は白色を呈す。,小学館 ランダムハウス英和大辞典,weblio辞書,"ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E9%8C%AB%E9%87%89&lid=40010RH046404000",1661,5.0,「解説文（英語）」に含まれる情報はすべて「解説文（人訳・修正）」に反映されており、抜け落ちた情報はありません。特に、錫の酸化物や錫の灰を含むこと、不透明な釉薬であること、白色を呈することが正確に訳されています。,4.0,「解説文（人訳・修正）」は自然な日本語ですが、「呈す」という表現がやや堅苦しく感じられるため、もう少し口語的な表現にすることで、より自然な文になる可能性があります。例えば、「白色を示す」とすることで、より一般的な表現になります。,5.0,「解説文（英語）」は、錫釉の成分や特徴を明確に説明しており、対象を理解するために十分な情報を提供しています。特に、色の変化についても言及されているため、読者にとって有益です。,5.0,「解説文（英語）」は、釉薬、酸化物、色彩に関する専門知識を適切に用いており、陶芸や材料科学の観点からも理解しやすい内容になっています。これにより、専門的な背景を持つ読者にも適切に情報が伝わります。,5.0,「解説文（人訳・修正）」には事実ではない内容は含まれておらず、専門知識に基づいて正確に表現されています。錫釉の成分や特性についての記述は正確です。,5.0,元ラベル「tin glaze」と日本語ラベル「錫釉」は同じ対象を指しており、ズレや曖昧性はありません。どちらも釉薬の一種であり、同じ化学的特性を持つことが明確です。,5.0,「日本語ラベル（人訳）」の「錫釉」は、陶芸や釉薬の分野で一般的に使用される用語であり、独自の造語ではありません。業界内で広く認識されている用語です。
http://vocab.getty.edu/aat/300015102,clear glaze,"<ceramic glaze by form>, ceramic glaze, glaze (coating by location), <coating by location or context>, coating (material), <materials by function>, materials (substances), Materials (hierarchy name), Materials Facet",Colorless or colored transparent glaze that is applied specifically to ceramics.,透明釉,陶器に特に塗布される無色または色付きの透明釉薬。,"ジャパンナレッジ[小学館 ロベール仏和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E9%80%8F%E6%98%8E%E9%87%89&lid=42200SRFJ90862000","ジャパンナレッジ[国史大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E9%80%8F%E6%98%8E%E9%87%89&lid=30010zz003210","ジャパンナレッジ[小学館 ロベール仏和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E9%80%8F%E6%98%8E%E9%87%89&lid=42200SRFJ08533000",1662,5.0,「解説文（英語）」に含まれる「無色または色付きの透明釉薬」という情報が、「解説文（人訳・修正）」にもしっかりと反映されており、情報の抜けはありません。,4.0,「解説文（人訳・修正）」は自然な日本語ですが、「釉薬」という言葉は一般的に「釉」と略されることが多いため、より簡潔に「透明釉」とすることも可能です。,5.0,「解説文（英語）」は、透明釉の特性と用途を明確に説明しており、陶器に特に塗布されることが強調されています。十分な説明です。,5.0,釉薬や陶器に関する専門知識が適切に用いられており、特に「無色または色付きの透明釉薬」という表現は、陶芸やセラミックスの分野で一般的に理解される内容です。,5.0,「解説文（人訳・修正）」には事実ではない内容は含まれておらず、釉薬の特性について正確に述べられています。,5.0,元ラベルの「clear glaze」と日本語ラベルの「透明釉」は同じ対象を指しており、ズレや曖昧性はありません。,5.0,「透明釉」という用語は、陶芸の分野で一般的に使用される訳語であり、独自の造語ではありません。
http://vocab.getty.edu/aat/300015105,crystalline glaze,"<ceramic glaze by technique>, ceramic glaze, glaze (coating by location), <coating by location or context>, coating (material), <materials by function>, materials (substances), Materials (hierarchy name), Materials Facet","Ceramic glaze in which microscopic crystals are formed upon firing. It is made by cooling the fired object very slowly allowing crystals to form in the otherwise amorphous glass film. Under the right conditions, zinc silicate and calcium silicate form large crystals in the glaze surface. The technique was first developed at Sevrès in France in about 1850; the method is complex and difficult to produce. These glazes are different than aventurine or devitrified glazes, which may also appear to contain crystals.",結晶釉,焼成中に微小な結晶が形成される陶器の釉薬。焼成した物体を非常にゆっくりと冷却することで、通常は無定形のガラス膜に結晶が形成されるように作られる。適切な条件下では、亜鉛シリケートとカルシウムシリケートが釉薬表面に大きな結晶を形成する。この技法は、約1850年にフランスのセーヴルで初めて開発された。これらの釉薬は、結晶を含んでいるように見えることがあるアヴェンチュリーナ釉薬やデヴィトリファイド釉薬とは異なる。,柏木麻里「板谷波山と星と鉱物ー結晶釉・窯変磁にみる近代日本の夢と時代性」、『出光美術館研究紀要』、第22号（2017）、pp.65-79（英文要旨タイトル内: p. 267）,"ジャパンナレッジ[世界大百科事典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%B5%90%E6%99%B6%E9%87%89&lid=102000781200","ジャパンナレッジ[日本人名大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%B5%90%E6%99%B6%E9%87%89&lid=5011062119010",1664,5.0,解説文（人訳・修正）は、解説文（英語）の内容を完全に反映しており、情報の抜けはありません。焼成中の結晶形成や冷却過程、使用される材料、技法の歴史的背景など、すべての重要なポイントが含まれています。,4.0,日本語文としては自然で理解しやすいですが、「通常は無定形のガラス膜に結晶が形成されるように作られる」という部分がやや冗長に感じられます。もう少し簡潔に表現できると、より自然な日本語になるでしょう。,5.0,解説文（英語）は、結晶釉の形成過程や技法の歴史、他の釉薬との違いについて十分に説明しており、対象を理解するために必要な情報が網羅されています。,5.0,専門用語として「亜鉛シリケート」や「カルシウムシリケート」が正確に使用されており、陶芸や釉薬に関する専門知識が適切に反映されています。また、技法の歴史的背景も含まれており、専門的な理解を助ける内容です。,5.0,解説文（人訳・修正）には事実に基づかない内容は含まれておらず、専門知識に基づいた正確な情報が提供されています。,5.0,元ラベル「crystalline glaze」と日本語ラベル「結晶釉」は同じ対象を指しており、ズレや曖昧性はありません。両者は釉薬の特定のタイプを正確に表現しています。,5.0,「結晶釉」という用語は、陶芸の分野で一般的に使用される訳語であり、独自の造語ではありません。業界内で広く認識されている用語です。
http://vocab.getty.edu/aat/300391261,doucai,"<ceramic glaze by technique>, ceramic glaze, glaze (coating by location), <coating by location or context>, coating (material), <materials by function>, materials (substances), Materials (hierarchy name), Materials Facet","A form of porcelain decoration that combines underglaze blue outlines with filled-in overglaze enamel colors. The technique was difficult and required two firings: the first outline is painted in underglaze blue, then fired at a high temperature. The outlines were then coloured in with red, yellow, green and aubergine overglaze and the object was fired again at a lower temperature.",豆彩,下絵の青いアウトラインと上絵のエナメル色を組み合わせた陶磁器の装飾形式。この技法は難しく、2回の焼成が必要。最初の輪郭は下絵の青で描かれ、次に高温で焼成されます。その後、輪郭は赤、黄、緑、茄子色の上薬で色付けされ、再度低温で焼成される。,"ジャパンナレッジ[日本大百科全書（ニッポニカ）]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E8%B1%86%E5%BD%A9&lid=1001000162688","ジャパンナレッジ[世界大百科事典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E8%B1%86%E5%BD%A9&lid=102005169900","ジャパンナレッジ[世界大百科事典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E8%B1%86%E5%BD%A9&lid=102003824900",1665,5.0,「解説文（人訳・修正）」には、「解説文（英語）」に記載されている情報がすべて含まれており、抜け落ちた情報はありません。技法の説明や焼成のプロセスが正確に翻訳されています。,4.0,日本語文としては自然ですが、「上絵のエナメル色」という表現がやや堅い印象を与えるため、もう少し柔らかい表現にするとさらに良くなるかもしれません。例えば「上絵のエナメルカラー」とすることで、より親しみやすい表現になるでしょう。,5.0,「解説文（英語）」は、doucaiの技法についての詳細な説明を提供しており、必要な情報が十分に含まれています。焼成のプロセスや使用される色についても具体的に述べられています。,5.0,「解説文（英語）」では、陶磁器の装飾技法に関する専門知識が適切に用いられています。特に、焼成プロセスや色の選択についての説明は、陶磁器や美術の専門家にとって重要な情報です。,5.0,「解説文（人訳・修正）」には事実ではない内容は含まれておらず、技法の説明や焼成プロセスについて正確に記述されています。専門知識に基づいた正確な情報が提供されています。,5.0,元ラベルの「doucai」と日本語ラベルの「豆彩」は同じ対象を指しており、ズレや曖昧性はありません。どちらもこの特定の陶磁器装飾技法を正確に表しています。,4.0,「豆彩」という用語は一般的に使用されている訳語ですが、他の文献では「多彩」や「色絵」とも呼ばれることがあります。したがって、より広く認知されている用語と一致させることができれば、さらに良いでしょう。
